Protein,Copeland_Score,Copeland_Rank
TGRH88_038140,29428.01199,822
TGRH88_083000,29426.01199,823
TGRH88_029350,29414.01198,824
TGRH88_019140,29402.01198,825
TGRH88_057540,29402.01198,826
TGRH88_044090,29380.01197,827
TGRH88_058010,29364.01196,828
TGRH88_060720,29350.01196,829
TGRH88_067820,29342.01195,830
TGRH88_076210,29340.01195,831
TGRH88_027020,29338.01195,832
TGRH88_029040,29328.01195,833
TGRH88_038510,29324.01195,834
TGRH88_068990,29290.01193,835
TGRH88_009920,29280.01193,836
TGRH88_016640,29278.01193,837
TGRH88_005860,29262.01192,838
TGRH88_016760,29240.01191,839
TGRH88_067780,29224.0119,840
TGRH88_066870,29216.0119,841
TGRH88_043640,29206.0119,842
TGRH88_036810,29182.01189,843
TGRH88_003320,29180.01189,844
TGRH88_035310,29164.01188,845
TGRH88_065440,29146.01187,846
TGRH88_058880,29130.01187,847
TGRH88_002700,29116.01186,848
TGRH88_027200,29112.01186,849
TGRH88_049030,29112.01186,850
TGRH88_064060,29100.01185,851
TGRH88_077370,29092.01185,852
TGRH88_003160,29078.01184,853
TGRH88_023720,29074.01184,854
TGRH88_067370,29066.01184,855
TGRH88_053630,29058.01184,856
TGRH88_049890,29056.01184,857
TGRH88_027920,29048.01183,858
TGRH88_054980,29030.01183,859
TGRH88_076780,29026.01182,860
TGRH88_072670,29020.01182,861
TGRH88_057240,29012.01182,862
TGRH88_047110,29008.01182,863
TGRH88_010830,28998.01181,864
TGRH88_060880,28984.01181,865
TGRH88_071560,28952.01179,866
TGRH88_032790,28950.01179,867
TGRH88_076180,28942.01179,868
TGRH88_006460,28898.01177,869
TGRH88_077070,28896.01177,870
TGRH88_046440,28888.01177,871
TGRH88_054260,28884.01177,872
TGRH88_052770,28876.01176,873
TGRH88_082660,28840.01175,874
TGRH88_069500,28824.01174,875
TGRH88_039260,28802.01173,876
TGRH88_051770,28800.01173,877
TGRH88_001710,28790.01173,878
TGRH88_035490,28788.01173,879
TGRH88_049180,28786.01173,880
TGRH88_057260,28782.01172,881
TGRH88_073290,28772.01172,882
TGRH88_004270,28766.01172,883
TGRH88_066550,28748.01171,884
TGRH88_038870,28742.01171,885
TGRH88_053260,28734.0117,886
TGRH88_041050,28690.01169,887
TGRH88_023040,28644.01167,888
TGRH88_072880,28640.01167,889
TGRH88_079720,28628.01166,890
TGRH88_054730,28624.01166,891
TGRH88_035480,28614.01166,892
TGRH88_063400,28584.01164,893
TGRH88_000380,28582.01164,894
TGRH88_008170,28582.01164,895
TGRH88_052250,28572.01164,896
TGRH88_081750,28560.01163,897
TGRH88_073380,28556.01163,898
TGRH88_058190,28554.01163,899
TGRH88_049630,28550.01163,900
TGRH88_064260,28546.01163,901
TGRH88_027210,28528.01162,902
TGRH88_072200,28516.01162,903
TGRH88_046670,28516.01162,904
TGRH88_045480,28500.01161,905
TGRH88_056220,28490.01161,906
TGRH88_068310,28474.0116,907
TGRH88_054800,28472.0116,908
TGRH88_030630,28424.01158,909
TGRH88_065410,28418.01158,910
TGRH88_072380,28412.01157,911
TGRH88_068170,28404.01157,912
TGRH88_051880,28400.01157,913
TGRH88_037360,28400.01157,914
TGRH88_025570,28394.01157,915
TGRH88_005750,28390.01156,916
TGRH88_012840,28388.01156,917
TGRH88_011260,28376.01156,918
TGRH88_007450,28376.01156,919
TGRH88_030540,28368.01156,920
TGRH88_058090,28358.01155,921
TGRH88_017950,28352.01155,922
TGRH88_007760,28344.01155,923
TGRH88_062900,28334.01154,924
TGRH88_004650,28332.01154,925
TGRH88_077200,28324.01154,926
TGRH88_040720,28316.01153,927
TGRH88_055860,28298.01153,928
TGRH88_016530,28290.01152,929
TGRH88_025990,28278.01152,930
TGRH88_028650,28276.01152,931
TGRH88_073520,28260.01151,932
TGRH88_074200,28242.0115,933
TGRH88_005850,28224.0115,934
TGRH88_038450,28222.0115,935
TGRH88_017120,28178.01148,936
TGRH88_006320,28170.01148,937
TGRH88_000690,28164.01147,938
TGRH88_054130,28150.01147,939
TGRH88_022400,28138.01146,940
TGRH88_029750,28128.01146,941
TGRH88_027470,28054.01143,942
TGRH88_044580,28042.01142,943
TGRH88_071700,28032.01142,944
TGRH88_047080,28020.01141,945
TGRH88_069460,28014.01141,946
TGRH88_020570,27998.0114,947
TGRH88_019810,27992.0114,948
TGRH88_010360,27982.0114,949
TGRH88_036110,27978.0114,950
TGRH88_022950,27970.01139,951
TGRH88_042210,27964.01139,952
TGRH88_054060,27960.01139,953
TGRH88_061930,27940.01138,954
TGRH88_007260,27936.01138,955
TGRH88_063970,27930.01138,956
TGRH88_040890,27922.01137,957
TGRH88_014310,27922.01137,958
TGRH88_042040,27912.01137,959
TGRH88_057350,27910.01137,960
TGRH88_032590,27894.01136,961
TGRH88_082160,27870.01135,962
TGRH88_055830,27846.01134,963
TGRH88_045390,27838.01134,964
TGRH88_074750,27838.01134,965
TGRH88_028620,27824.01133,966
TGRH88_000360,27816.01133,967
TGRH88_058700,27806.01133,968
TGRH88_044800,27792.01132,969
TGRH88_047840,27782.01132,970
TGRH88_071670,27780.01132,971
TGRH88_025580,27770.01131,972
TGRH88_038790,27762.01131,973
TGRH88_050750,27762.01131,974
TGRH88_080480,27756.01131,975
TGRH88_055300,27746.0113,976
TGRH88_034520,27730.0113,977
TGRH88_028220,27730.0113,978
TGRH88_022740,27718.01129,979
TGRH88_020040,27706.01129,980
TGRH88_023070,27704.01129,981
TGRH88_022650,27694.01128,982
TGRH88_019930,27690.01128,983
TGRH88_030760,27690.01128,984
TGRH88_040350,27688.01128,985
TGRH88_041620,27676.01127,986
TGRH88_014770,27672.01127,987
TGRH88_033040,27654.01126,988
TGRH88_047920,27636.01126,989
TGRH88_057330,27620.01125,990
TGRH88_007870,27602.01124,991
TGRH88_042300,27578.01123,992
TGRH88_053050,27574.01123,993
TGRH88_067730,27562.01123,994
TGRH88_009460,27502.0112,995
TGRH88_045430,27492.0112,996
TGRH88_060700,27492.0112,997
TGRH88_041070,27478.01119,998
TGRH88_034780,27478.01119,999
TGRH88_004450,27476.01119,1000
TGRH88_006880,27464.01119,1001
TGRH88_059110,27454.01118,1002
TGRH88_035720,27452.01118,1003
TGRH88_033640,27446.01118,1004
TGRH88_044160,27434.01118,1005
TGRH88_063510,27426.01117,1006
TGRH88_081610,27418.01117,1007
TGRH88_052050,27396.01116,1008
TGRH88_010880,27390.01116,1009
TGRH88_019430,27360.01115,1010
TGRH88_038740,27360.01115,1011
TGRH88_074800,27338.01114,1012
TGRH88_036980,27314.01113,1013
TGRH88_062050,27312.01113,1014
TGRH88_064140,27310.01112,1015
TGRH88_054140,27262.01111,1016
TGRH88_071320,27250.0111,1017
TGRH88_056400,27248.0111,1018
TGRH88_024860,27246.0111,1019
TGRH88_025160,27244.0111,1020
TGRH88_066490,27226.01109,1021
TGRH88_031520,27222.01109,1022
TGRH88_025660,27220.01109,1023
TGRH88_079460,27212.01108,1024
TGRH88_014230,27208.01108,1025
TGRH88_082500,27194.01108,1026
TGRH88_009330,27168.01107,1027
TGRH88_013890,27158.01106,1028
TGRH88_061510,27150.01106,1029
TGRH88_016440,27148.01106,1030
TGRH88_079480,27142.01106,1031
TGRH88_058290,27130.01105,1032
TGRH88_033140,27118.01105,1033
TGRH88_004940,27106.01104,1034
TGRH88_071630,27102.01104,1035
TGRH88_078280,27098.01104,1036
TGRH88_023630,27082.01103,1037
TGRH88_059910,27048.01102,1038
TGRH88_077030,27044.01102,1039
TGRH88_001490,27042.01102,1040
TGRH88_073460,27038.01101,1041
TGRH88_076390,27038.01101,1042
TGRH88_036500,27004.011,1043
TGRH88_067260,27002.011,1044
TGRH88_077490,27000.011,1045
TGRH88_052310,26998.011,1046
TGRH88_018090,26976.01099,1047
TGRH88_066330,26966.01098,1048
TGRH88_028170,26966.01098,1049
TGRH88_071140,26964.01098,1050
TGRH88_038770,26962.01098,1051
TGRH88_063550,26926.01097,1052
TGRH88_071170,26892.01095,1053
TGRH88_024930,26878.01095,1054
TGRH88_024910,26858.01094,1055
TGRH88_081020,26848.01094,1056
TGRH88_054380,26838.01093,1057
TGRH88_009590,26818.01092,1058
TGRH88_040980,26812.01092,1059
TGRH88_026040,26798.01092,1060
TGRH88_045910,26788.01091,1061
TGRH88_076060,26788.01091,1062
TGRH88_016720,26788.01091,1063
TGRH88_003090,26778.01091,1064
TGRH88_075860,26776.01091,1065
TGRH88_079360,26776.01091,1066
TGRH88_072390,26768.0109,1067
TGRH88_020160,26760.0109,1068
TGRH88_078510,26758.0109,1069
TGRH88_063520,26746.01089,1070
TGRH88_061830,26714.01088,1071
TGRH88_047600,26700.01088,1072
TGRH88_037510,26678.01087,1073
TGRH88_010500,26662.01086,1074
TGRH88_070480,26652.01086,1075
TGRH88_029370,26646.01085,1076
TGRH88_012350,26624.01085,1077
TGRH88_019990,26620.01084,1078
TGRH88_082380,26604.01084,1079
TGRH88_064440,26582.01083,1080
TGRH88_013730,26576.01083,1081
TGRH88_026220,26556.01082,1082
TGRH88_061380,26540.01081,1083
TGRH88_040190,26536.01081,1084
TGRH88_080750,26528.01081,1085
TGRH88_065460,26498.01079,1086
TGRH88_018720,26494.01079,1087
TGRH88_011710,26494.01079,1088
TGRH88_011740,26482.01079,1089
TGRH88_055750,26482.01079,1090
TGRH88_054410,26480.01079,1091
TGRH88_045370,26446.01077,1092
TGRH88_056390,26446.01077,1093
TGRH88_078540,26400.01075,1094
TGRH88_019960,26392.01075,1095
TGRH88_074760,26336.01073,1096
TGRH88_075210,26334.01073,1097
TGRH88_063150,26326.01072,1098
TGRH88_000590,26320.01072,1099
TGRH88_010700,26294.01071,1100
TGRH88_065920,26284.01071,1101
TGRH88_023940,26282.01071,1102
TGRH88_042780,26278.0107,1103
TGRH88_049000,26274.0107,1104
TGRH88_032660,26270.0107,1105
TGRH88_069080,26230.01068,1106
TGRH88_069710,26210.01068,1107
TGRH88_016510,26200.01067,1108
TGRH88_063570,26186.01067,1109
TGRH88_043580,26176.01066,1110
TGRH88_079490,26160.01066,1111
TGRH88_055720,26150.01065,1112
TGRH88_027290,26148.01065,1113
TGRH88_051450,26140.01065,1114
TGRH88_072540,26122.01064,1115
TGRH88_065500,26114.01064,1116
TGRH88_013560,26110.01064,1117
TGRH88_045980,26108.01064,1118
TGRH88_023510,26086.01063,1119
TGRH88_038410,26044.01061,1120
TGRH88_048940,26034.0106,1121
TGRH88_034840,26034.0106,1122
TGRH88_022700,26034.0106,1123
TGRH88_050700,26030.0106,1124
TGRH88_052190,26028.0106,1125
TGRH88_052700,26024.0106,1126
TGRH88_057370,26022.0106,1127
TGRH88_017340,26020.0106,1128
TGRH88_017230,26018.0106,1129
TGRH88_018810,26000.01059,1130
TGRH88_067740,25998.01059,1131
TGRH88_002080,25966.01058,1132
TGRH88_016700,25964.01058,1133
TGRH88_019610,25958.01057,1134
TGRH88_048760,25958.01057,1135
TGRH88_083120,25956.01057,1136
TGRH88_042230,25948.01057,1137
TGRH88_028980,25948.01057,1138
TGRH88_041260,25924.01056,1139
TGRH88_043200,25922.01056,1140
TGRH88_010900,25916.01056,1141
TGRH88_057120,25906.01055,1142
TGRH88_047100,25898.01055,1143
TGRH88_062460,25890.01055,1144
TGRH88_041140,25886.01054,1145
TGRH88_055380,25884.01054,1146
TGRH88_028300,25880.01054,1147
TGRH88_039090,25880.01054,1148
TGRH88_071860,25860.01053,1149
TGRH88_010910,25856.01053,1150
TGRH88_034960,25846.01053,1151
TGRH88_078810,25832.01052,1152
TGRH88_012620,25828.01052,1153
TGRH88_030870,25754.01049,1154
TGRH88_061470,25746.01049,1155
TGRH88_071980,25740.01049,1156
TGRH88_044820,25736.01048,1157
TGRH88_019880,25728.01048,1158
TGRH88_009680,25710.01047,1159
TGRH88_015200,25692.01047,1160
TGRH88_013220,25690.01046,1161
TGRH88_082640,25688.01046,1162
TGRH88_008910,25676.01046,1163
TGRH88_043370,25666.01046,1164
TGRH88_066230,25640.01044,1165
TGRH88_057300,25628.01044,1166
TGRH88_046360,25616.01043,1167
TGRH88_074230,25616.01043,1168
TGRH88_021230,25614.01043,1169
TGRH88_059880,25610.01043,1170
TGRH88_041800,25600.01043,1171
TGRH88_083230,25596.01043,1172
TGRH88_026620,25588.01042,1173
TGRH88_064010,25580.01042,1174
TGRH88_010750,25564.01041,1175
TGRH88_033290,25542.0104,1176
TGRH88_011400,25542.0104,1177
TGRH88_066940,25538.0104,1178
TGRH88_077630,25534.0104,1179
TGRH88_032690,25528.0104,1180
TGRH88_045960,25524.0104,1181
TGRH88_008820,25516.01039,1182
TGRH88_045740,25514.01039,1183
TGRH88_039710,25500.01039,1184
TGRH88_074300,25492.01038,1185
TGRH88_027670,25490.01038,1186
TGRH88_020580,25464.01037,1187
TGRH88_004710,25458.01037,1188
TGRH88_047310,25456.01037,1189
TGRH88_021000,25450.01037,1190
TGRH88_009850,25436.01036,1191
TGRH88_059660,25430.01036,1192
TGRH88_044610,25404.01035,1193
TGRH88_040860,25398.01035,1194
TGRH88_033520,25394.01034,1195
TGRH88_070830,25392.01034,1196
TGRH88_000390,25390.01034,1197
TGRH88_001470,25378.01034,1198
TGRH88_075290,25368.01033,1199
TGRH88_015530,25350.01033,1200
TGRH88_002500,25332.01032,1201
TGRH88_073900,25324.01032,1202
TGRH88_055950,25322.01031,1203
TGRH88_060170,25320.01031,1204
TGRH88_006450,25312.01031,1205
TGRH88_041560,25286.0103,1206
TGRH88_066150,25278.0103,1207
TGRH88_063240,25276.0103,1208
TGRH88_004880,25270.01029,1209
TGRH88_005200,25264.01029,1210
TGRH88_079400,25262.01029,1211
TGRH88_014280,25246.01028,1212
TGRH88_004090,25238.01028,1213
TGRH88_044640,25228.01028,1214
TGRH88_035750,25208.01027,1215
TGRH88_045780,25192.01026,1216
TGRH88_004430,25156.01025,1217
TGRH88_032700,25122.01023,1218
TGRH88_028030,25102.01023,1219
TGRH88_073040,25100.01022,1220
TGRH88_072520,25090.01022,1221
TGRH88_067340,25086.01022,1222
TGRH88_068140,25084.01022,1223
TGRH88_010490,25078.01022,1224
TGRH88_061190,25076.01021,1225
TGRH88_046940,25074.01021,1226
TGRH88_044110,25058.01021,1227
TGRH88_041850,25038.0102,1228
TGRH88_081650,25028.0102,1229
TGRH88_062570,25012.01019,1230
TGRH88_000250,25002.01018,1231
TGRH88_030390,24994.01018,1232
TGRH88_049810,24988.01018,1233
TGRH88_078470,24986.01018,1234
TGRH88_050390,24982.01018,1235
TGRH88_078800,24976.01017,1236
TGRH88_054180,24974.01017,1237
TGRH88_031800,24966.01017,1238
TGRH88_030000,24964.01017,1239
TGRH88_037670,24926.01015,1240
TGRH88_037100,24916.01015,1241
TGRH88_027830,24912.01015,1242
TGRH88_004700,24912.01015,1243
TGRH88_051670,24902.01014,1244
TGRH88_032670,24890.01014,1245
TGRH88_033650,24876.01013,1246
TGRH88_077830,24874.01013,1247
TGRH88_079200,24842.01012,1248
TGRH88_050260,24836.01012,1249
TGRH88_082120,24834.01012,1250
TGRH88_069790,24826.01011,1251
TGRH88_003550,24822.01011,1252
TGRH88_030930,24818.01011,1253
TGRH88_021220,24812.01011,1254
TGRH88_011020,24804.0101,1255
TGRH88_009300,24794.0101,1256
TGRH88_053420,24788.0101,1257
TGRH88_062740,24786.0101,1258
TGRH88_038050,24778.01009,1259
TGRH88_015740,24752.01008,1260
TGRH88_026330,24752.01008,1261
TGRH88_076370,24736.01008,1262
TGRH88_063250,24736.01008,1263
TGRH88_036450,24712.01007,1264
TGRH88_078840,24664.01005,1265
TGRH88_022110,24660.01005,1266
TGRH88_054760,24640.01004,1267
TGRH88_064510,24632.01003,1268
TGRH88_016880,24624.01003,1269
TGRH88_013540,24614.01003,1270
TGRH88_020890,24594.01002,1271
TGRH88_011890,24556.01,1272
TGRH88_011960,24554.01,1273
TGRH88_010890,24552.01,1274
TGRH88_011070,24548.01,1275
TGRH88_012690,24536.00999,1276
TGRH88_069890,24528.00999,1277
TGRH88_032930,24482.00997,1278
TGRH88_023860,24470.00997,1279
TGRH88_020300,24468.00997,1280
TGRH88_064690,24466.00997,1281
TGRH88_073600,24460.00996,1282
TGRH88_065840,24434.00995,1283
TGRH88_064780,24410.00994,1284
TGRH88_005080,24396.00994,1285
TGRH88_052580,24396.00994,1286
TGRH88_023560,24388.00993,1287
TGRH88_002110,24380.00993,1288
TGRH88_047770,24358.00992,1289
TGRH88_025220,24354.00992,1290
TGRH88_035580,24352.00992,1291
TGRH88_019920,24338.00991,1292
TGRH88_044540,24332.00991,1293
TGRH88_066350,24328.00991,1294
TGRH88_050760,24324.00991,1295
TGRH88_022340,24314.0099,1296
TGRH88_010670,24312.0099,1297
TGRH88_045140,24304.0099,1298
TGRH88_081180,24300.0099,1299
TGRH88_049690,24282.00989,1300
TGRH88_002410,24268.00989,1301
TGRH88_003750,24232.00987,1302
TGRH88_026030,24226.00987,1303
TGRH88_018740,24216.00986,1304
TGRH88_008320,24200.00986,1305
TGRH88_007490,24192.00985,1306
TGRH88_079660,24186.00985,1307
TGRH88_023390,24180.00985,1308
TGRH88_029080,24176.00985,1309
TGRH88_036840,24172.00985,1310
TGRH88_020830,24166.00984,1311
TGRH88_004960,24164.00984,1312
TGRH88_081200,24154.00984,1313
TGRH88_010610,24140.00983,1314
TGRH88_032390,24136.00983,1315
TGRH88_070970,24132.00983,1316
TGRH88_068410,24130.00983,1317
TGRH88_032320,24128.00983,1318
TGRH88_020980,24118.00982,1319
TGRH88_030080,24108.00982,1320
TGRH88_009800,24106.00982,1321
TGRH88_035840,24100.00982,1322
TGRH88_009840,24080.00981,1323
TGRH88_004010,24054.0098,1324
TGRH88_015630,23946.00975,1325
TGRH88_051540,23938.00975,1326
TGRH88_002040,23912.00974,1327
TGRH88_006060,23908.00974,1328
TGRH88_052960,23902.00974,1329
TGRH88_057310,23900.00974,1330
TGRH88_071970,23896.00973,1331
TGRH88_020910,23858.00972,1332
TGRH88_051870,23846.00971,1333
TGRH88_008100,23834.00971,1334
TGRH88_080160,23830.00971,1335
TGRH88_078730,23802.0097,1336
TGRH88_077820,23794.00969,1337
TGRH88_046480,23788.00969,1338
TGRH88_063260,23778.00969,1339
TGRH88_027960,23776.00969,1340
TGRH88_070140,23774.00968,1341
TGRH88_035010,23732.00967,1342
TGRH88_040180,23730.00967,1343
TGRH88_057610,23726.00966,1344
TGRH88_019230,23716.00966,1345
TGRH88_047820,23712.00966,1346
TGRH88_072110,23696.00965,1347
TGRH88_009640,23692.00965,1348
TGRH88_061180,23672.00964,1349
TGRH88_025530,23670.00964,1350
TGRH88_075570,23668.00964,1351
TGRH88_047300,23628.00962,1352
TGRH88_074360,23628.00962,1353
TGRH88_081370,23616.00962,1354
TGRH88_067580,23602.00961,1355
TGRH88_004900,23588.00961,1356
TGRH88_025150,23584.00961,1357
TGRH88_059000,23578.0096,1358
TGRH88_070460,23574.0096,1359
TGRH88_036140,23564.0096,1360
TGRH88_080540,23556.0096,1361
TGRH88_002590,23524.00958,1362
TGRH88_077770,23520.00958,1363
TGRH88_070840,23514.00958,1364
TGRH88_062870,23514.00958,1365
TGRH88_072920,23498.00957,1366
TGRH88_026890,23486.00957,1367
TGRH88_078080,23466.00956,1368
TGRH88_046910,23464.00956,1369
TGRH88_032870,23462.00956,1370
TGRH88_024990,23456.00955,1371
TGRH88_062580,23428.00954,1372
TGRH88_042570,23426.00954,1373
TGRH88_010950,23414.00954,1374
TGRH88_052270,23404.00953,1375
TGRH88_057200,23396.00953,1376
TGRH88_012300,23378.00952,1377
TGRH88_033030,23378.00952,1378
TGRH88_043030,23364.00952,1379
TGRH88_082540,23360.00952,1380
TGRH88_007350,23352.00951,1381
TGRH88_030130,23334.00951,1382
TGRH88_037070,23326.0095,1383
TGRH88_016020,23322.0095,1384
TGRH88_007170,23306.00949,1385
TGRH88_082280,23298.00949,1386
TGRH88_035100,23286.00949,1387
TGRH88_020620,23280.00948,1388
TGRH88_020150,23280.00948,1389
TGRH88_046410,23276.00948,1390
TGRH88_080380,23266.00948,1391
TGRH88_022320,23250.00947,1392
TGRH88_062410,23244.00947,1393
TGRH88_047880,23234.00946,1394
TGRH88_055220,23230.00946,1395
TGRH88_031630,23204.00945,1396
TGRH88_082620,23200.00945,1397
TGRH88_029190,23160.00943,1398
TGRH88_041180,23156.00943,1399
TGRH88_050290,23132.00942,1400
TGRH88_069110,23122.00942,1401
TGRH88_073910,23084.0094,1402
TGRH88_056520,23084.0094,1403
TGRH88_041080,23080.0094,1404
TGRH88_041440,23070.0094,1405
TGRH88_017520,23050.00939,1406
TGRH88_002810,23044.00939,1407
TGRH88_075450,23040.00939,1408
TGRH88_049110,23036.00938,1409
TGRH88_045240,23036.00938,1410
TGRH88_043430,23026.00938,1411
TGRH88_086310,23010.00937,1412
TGRH88_015130,22990.00936,1413
TGRH88_077590,22988.00936,1414
TGRH88_061280,22986.00936,1415
TGRH88_064170,22970.00936,1416
TGRH88_080740,22954.00935,1417
TGRH88_022720,22936.00934,1418
TGRH88_002140,22930.00934,1419
TGRH88_059070,22912.00933,1420
TGRH88_007620,22902.00933,1421
TGRH88_044360,22902.00933,1422
TGRH88_076840,22902.00933,1423
TGRH88_037720,22898.00933,1424
TGRH88_017560,22884.00932,1425
TGRH88_029900,22876.00932,1426
TGRH88_001160,22870.00932,1427
TGRH88_040550,22844.00931,1428
TGRH88_016600,22838.0093,1429
TGRH88_041200,22832.0093,1430
TGRH88_083060,22828.0093,1431
TGRH88_068740,22822.0093,1432
TGRH88_017580,22822.0093,1433
TGRH88_015610,22818.00929,1434
TGRH88_024950,22804.00929,1435
TGRH88_021750,22802.00929,1436
TGRH88_045070,22770.00928,1437
TGRH88_045280,22768.00927,1438
TGRH88_042640,22750.00927,1439
TGRH88_041990,22744.00926,1440
TGRH88_031170,22744.00926,1441
TGRH88_057640,22742.00926,1442
TGRH88_033750,22736.00926,1443
TGRH88_054600,22732.00926,1444
TGRH88_040130,22728.00926,1445
TGRH88_062960,22728.00926,1446
TGRH88_061710,22696.00925,1447
TGRH88_009290,22662.00923,1448
TGRH88_016730,22644.00922,1449
TGRH88_063110,22644.00922,1450
TGRH88_066540,22632.00922,1451
TGRH88_010870,22630.00922,1452
TGRH88_074120,22628.00922,1453
TGRH88_086500,22626.00922,1454
TGRH88_005520,22620.00921,1455
TGRH88_081450,22616.00921,1456
TGRH88_075920,22612.00921,1457
TGRH88_072770,22596.0092,1458
TGRH88_020540,22590.0092,1459
TGRH88_048550,22576.0092,1460
TGRH88_013510,22552.00919,1461
TGRH88_034590,22528.00918,1462
TGRH88_063230,22524.00918,1463
TGRH88_082760,22520.00917,1464
TGRH88_052590,22516.00917,1465
TGRH88_025870,22502.00917,1466
TGRH88_012870,22496.00916,1467
TGRH88_054100,22488.00916,1468
TGRH88_044860,22482.00916,1469
TGRH88_032160,22480.00916,1470
TGRH88_004250,22468.00915,1471
TGRH88_031410,22466.00915,1472
TGRH88_038670,22456.00915,1473
TGRH88_059540,22416.00913,1474
TGRH88_046610,22398.00912,1475
TGRH88_044720,22388.00912,1476
TGRH88_071010,22368.00911,1477
TGRH88_022220,22366.00911,1478
TGRH88_064480,22362.00911,1479
TGRH88_071570,22358.00911,1480
TGRH88_069980,22356.00911,1481
TGRH88_041400,22352.00911,1482
TGRH88_079680,22348.0091,1483
TGRH88_009530,22340.0091,1484
TGRH88_042870,22336.0091,1485
TGRH88_057620,22334.0091,1486
TGRH88_071770,22328.0091,1487
TGRH88_035800,22324.00909,1488
TGRH88_043240,22322.00909,1489
TGRH88_066320,22308.00909,1490
TGRH88_028720,22296.00908,1491
TGRH88_031300,22276.00907,1492
TGRH88_078700,22274.00907,1493
