Protein,MC4_Rank,MCT_Rank,MC4_Score,MCT_Score
TGRH88_034220,558,521,0.931622882,0.936164989
TGRH88_086540,559,592,0.931500123,0.927449055
TGRH88_044580,560,636,0.931377363,0.922047631
TGRH88_056220,561,626,0.931254603,0.923275227
TGRH88_040570,562,502,0.931131844,0.938497422
TGRH88_023550,563,471,0.931009084,0.942302971
TGRH88_027960,564,726,0.930886325,0.910999263
TGRH88_012840,565,685,0.930763565,0.916032409
TGRH88_000070,566,476,0.930640805,0.941689173
TGRH88_033380,567,475,0.930518046,0.941811932
TGRH88_012390,568,501,0.930395286,0.938620182
TGRH88_042850,569,563,0.930272526,0.931009084
TGRH88_047610,570,586,0.930149767,0.928185613
TGRH88_073450,571,605,0.930027007,0.925853179
TGRH88_012700,572,431,0.929904247,0.947213356
TGRH88_038110,573,458,0.929781488,0.943898846
TGRH88_060930,574,771,0.929658728,0.90547508
TGRH88_052210,575,465,0.929535969,0.943039529
TGRH88_017120,576,652,0.929413209,0.920083477
TGRH88_075800,577,507,0.929290449,0.937883624
TGRH88_073470,578,520,0.92916769,0.936287749
TGRH88_015950,579,525,0.92904493,0.93567395
TGRH88_061370,580,493,0.92892217,0.939602259
TGRH88_064780,581,727,0.928799411,0.910876504
TGRH88_069080,582,694,0.928676651,0.914927572
TGRH88_015130,583,756,0.928553891,0.907316474
TGRH88_039510,584,614,0.928431132,0.924748343
TGRH88_053330,585,530,0.928308372,0.935060152
TGRH88_071270,586,515,0.928185613,0.936901547
TGRH88_034960,587,705,0.928062853,0.913577216
TGRH88_008700,588,622,0.927940093,0.923766266
TGRH88_020990,589,453,0.927817334,0.944512644
TGRH88_064950,590,512,0.927694574,0.937269826
TGRH88_076270,591,815,0.927571814,0.900073656
TGRH88_020270,592,480,0.927449055,0.941198134
TGRH88_045810,593,518,0.927326295,0.936533268
TGRH88_037910,594,543,0.927203535,0.933464277
TGRH88_047500,595,487,0.927080776,0.940338817
TGRH88_007980,596,510,0.926958016,0.937515345
TGRH88_077710,597,546,0.926835257,0.933095998
TGRH88_005200,598,725,0.926712497,0.911122023
TGRH88_027260,599,615,0.926589737,0.924625583
TGRH88_067280,600,472,0.926466978,0.942180211
TGRH88_073290,601,655,0.926344218,0.919715198
TGRH88_049600,602,620,0.926221458,0.924011785
TGRH88_009760,603,630,0.926098699,0.922784189
TGRH88_010210,604,562,0.925975939,0.931131844
TGRH88_038660,605,844,0.925853179,0.896513626
TGRH88_067250,606,604,0.92573042,0.925975939
TGRH88_017230,607,719,0.92560766,0.911858581
TGRH88_054920,608,516,0.925484901,0.936778787
TGRH88_041050,609,700,0.925362141,0.914191014
TGRH88_061380,610,699,0.925239381,0.914313774
TGRH88_006760,611,874,0.925116622,0.892830837
TGRH88_079550,612,633,0.924993862,0.92241591
TGRH88_008100,613,765,0.924871102,0.906211638
TGRH88_059040,614,449,0.924748343,0.945003683
TGRH88_038580,615,860,0.924625583,0.894549472
TGRH88_055960,616,517,0.924502823,0.936656027
TGRH88_067040,617,828,0.924380064,0.898477781
TGRH88_061500,618,548,0.924257304,0.932850479
TGRH88_067440,619,536,0.924134545,0.934323594
TGRH88_081280,620,561,0.924011785,0.931254603
TGRH88_009840,621,769,0.923889025,0.905720599
TGRH88_022040,622,653,0.923766266,0.919960717
TGRH88_080380,623,789,0.923643506,0.903265406
TGRH88_039160,624,555,0.923520746,0.931991161
TGRH88_014310,625,695,0.923397987,0.914804812
TGRH88_065670,626,599,0.923275227,0.926589737
TGRH88_065240,627,593,0.923152467,0.927326295
TGRH88_042190,628,489,0.923029708,0.940093297
TGRH88_037620,629,559,0.922906948,0.931500123
TGRH88_021750,630,802,0.922784189,0.901669531
TGRH88_041390,631,556,0.922661429,0.931868402
TGRH88_038770,632,711,0.922538669,0.912840658
TGRH88_001610,633,618,0.92241591,0.924257304
TGRH88_076820,634,547,0.92229315,0.932973238
TGRH88_064770,635,832,0.92217039,0.897986742
TGRH88_028470,636,835,0.922047631,0.897618463
TGRH88_068940,637,580,0.921924871,0.92892217
TGRH88_019540,638,632,0.921802111,0.922538669
TGRH88_029940,639,666,0.921679352,0.918364842
TGRH88_041440,640,808,0.921556592,0.900932973
TGRH88_072980,641,662,0.921433833,0.91885588
TGRH88_036730,642,629,0.921311073,0.922906948
TGRH88_012510,643,579,0.921188313,0.92904493
TGRH88_054360,644,611,0.921065554,0.925116622
TGRH88_051920,645,624,0.920942794,0.923520746
TGRH88_049350,646,596,0.920820034,0.926958016
TGRH88_049900,647,572,0.920697275,0.929904247
TGRH88_020910,648,791,0.920574515,0.903019887
TGRH88_035340,649,609,0.920451755,0.925362141
TGRH88_074920,650,567,0.920328996,0.930518046
TGRH88_082180,651,851,0.920206236,0.895654309
TGRH88_048940,652,746,0.920083477,0.908544071
TGRH88_037930,653,647,0.919960717,0.920697275
TGRH88_036400,654,539,0.919837957,0.933955315
TGRH88_010530,655,607,0.919715198,0.92560766
TGRH88_010890,656,788,0.919592438,0.903388166
TGRH88_054390,657,526,0.919469678,0.935551191
TGRH88_052900,658,597,0.919346919,0.926835257
TGRH88_069890,659,785,0.919224159,0.903756445
TGRH88_037520,660,575,0.919101399,0.929535969
TGRH88_075420,661,495,0.91897864,0.93935674
TGRH88_034950,662,568,0.91885588,0.930395286
TGRH88_019810,663,754,0.918733121,0.907561994
TGRH88_031240,664,508,0.918610361,0.937760864
TGRH88_041820,665,646,0.918487601,0.920820034
TGRH88_036110,666,707,0.918364842,0.913331697
TGRH88_001120,667,538,0.918242082,0.934078075
TGRH88_081140,668,529,0.918119322,0.935182912
TGRH88_008050,669,950,0.917996563,0.883501105
TGRH88_067370,670,733,0.917873803,0.910139946
TGRH88_050920,671,645,0.917751043,0.920942794
TGRH88_030170,672,634,0.917628284,0.92229315
TGRH88_023100,673,545,0.917505524,0.933218758
TGRH88_052770,674,750,0.917382765,0.908053032
TGRH88_034980,675,577,0.917260005,0.929290449
TGRH88_006820,676,969,0.917137245,0.881168672
TGRH88_074910,677,875,0.917014486,0.892708078
TGRH88_056500,678,697,0.916891726,0.914559293
TGRH88_048420,679,623,0.916768966,0.923643506
TGRH88_005660,680,631,0.916646207,0.922661429
TGRH88_016440,681,744,0.916523447,0.90878959
TGRH88_078900,682,966,0.916400687,0.881536951
TGRH88_044860,683,858,0.916277928,0.894794991
TGRH88_047280,684,612,0.916155168,0.924993862
TGRH88_075920,685,857,0.916032409,0.894917751
TGRH88_006130,686,690,0.915909649,0.91541861
TGRH88_011400,687,786,0.915786889,0.903633685
TGRH88_061530,688,534,0.91566413,0.934569114
TGRH88_056250,689,638,0.91554137,0.921802111
TGRH88_005370,690,884,0.91541861,0.891603241
TGRH88_065920,691,766,0.915295851,0.906088878
TGRH88_003750,692,819,0.915173091,0.899582617
TGRH88_027150,693,540,0.915050331,0.933832556
TGRH88_049110,694,850,0.914927572,0.895777068
TGRH88_071620,695,590,0.914804812,0.927694574
TGRH88_079040,696,710,0.914682053,0.912963418
TGRH88_040330,697,678,0.914559293,0.916891726
TGRH88_019930,698,738,0.914436533,0.909526148
TGRH88_068310,699,773,0.914313774,0.905229561
TGRH88_067150,700,581,0.914191014,0.928799411
TGRH88_037080,701,755,0.914068254,0.907439234
TGRH88_020940,702,574,0.913945495,0.929658728
TGRH88_055070,703,566,0.913822735,0.930640805
TGRH88_021730,704,868,0.913699975,0.893567395
TGRH88_068120,705,720,0.913577216,0.911735821
TGRH88_002410,706,834,0.913454456,0.897741223
TGRH88_027780,707,687,0.913331697,0.915786889
TGRH88_029260,708,912,0.913208937,0.888165971
TGRH88_033100,709,663,0.913086177,0.918733121
TGRH88_049250,710,675,0.912963418,0.917260005
TGRH88_012300,711,856,0.912840658,0.895040511
TGRH88_066150,712,811,0.912717898,0.900564694
TGRH88_009530,713,873,0.912595139,0.892953597
TGRH88_022130,714,670,0.912472379,0.917873803
TGRH88_062620,715,930,0.912349619,0.885956298
TGRH88_021240,716,637,0.91222686,0.921924871
TGRH88_000940,717,897,0.9121041,0.890007366
TGRH88_006710,718,981,0.911981341,0.879695556
TGRH88_009680,719,798,0.911858581,0.90216057
TGRH88_077200,720,742,0.911735821,0.909035109
TGRH88_033820,721,550,0.911613062,0.932604959
TGRH88_039940,722,928,0.911490302,0.886201817
TGRH88_059880,723,824,0.911367542,0.898968819
TGRH88_029640,724,635,0.911244783,0.92217039
TGRH88_046200,725,722,0.911122023,0.911490302
TGRH88_005850,726,749,0.910999263,0.908175792
TGRH88_013620,727,643,0.910876504,0.921188313
TGRH88_038090,728,668,0.910753744,0.918119322
TGRH88_081210,729,648,0.910630985,0.920574515
TGRH88_009510,730,988,0.910508225,0.878836239
TGRH88_038650,731,978,0.910385465,0.880063835
TGRH88_059440,732,598,0.910262706,0.926712497
TGRH88_026650,733,601,0.910139946,0.926344218
TGRH88_016760,734,734,0.910017186,0.910017186
TGRH88_014380,735,676,0.909894427,0.917137245
TGRH88_009920,736,731,0.909771667,0.910385465
TGRH88_008820,737,831,0.909648907,0.898109502
TGRH88_000900,738,714,0.909526148,0.912472379
TGRH88_065500,739,805,0.909403388,0.901301252
TGRH88_021610,740,640,0.909280629,0.921556592
TGRH88_008940,741,747,0.909157869,0.908421311
TGRH88_040260,742,728,0.909035109,0.910753744
TGRH88_019590,743,1042,0.90891235,0.872207218
TGRH88_067240,744,628,0.90878959,0.923029708
TGRH88_060880,745,743,0.90866683,0.90891235
TGRH88_042120,746,1024,0.908544071,0.874416892
TGRH88_006460,747,737,0.908421311,0.909648907
TGRH88_005080,748,863,0.908298551,0.894181193
TGRH88_070130,749,587,0.908175792,0.928062853
TGRH88_071670,750,784,0.908053032,0.903879205
TGRH88_049010,751,924,0.907930273,0.886692855
TGRH88_061980,752,721,0.907807513,0.911613062
TGRH88_079870,753,671,0.907684753,0.917751043
TGRH88_030590,754,679,0.907561994,0.916768966
TGRH88_045450,755,664,0.907439234,0.918610361
TGRH88_049000,756,814,0.907316474,0.900196415
TGRH88_025870,757,905,0.907193715,0.889025288
TGRH88_063400,758,770,0.907070955,0.905597839
TGRH88_029290,759,1006,0.906948195,0.876626565
TGRH88_068090,760,960,0.906825436,0.882273508
TGRH88_060740,761,682,0.906702676,0.916400687
TGRH88_035310,762,800,0.906579917,0.90191505
TGRH88_021040,763,627,0.906457157,0.923152467
TGRH88_063260,764,872,0.906334397,0.893076356
TGRH88_004650,765,780,0.906211638,0.904370243
TGRH88_040440,766,651,0.906088878,0.920206236
TGRH88_081050,767,595,0.905966118,0.927080776
TGRH88_023630,768,817,0.905843359,0.899828137
TGRH88_006880,769,803,0.905720599,0.901546771
TGRH88_079750,770,650,0.905597839,0.920328996
TGRH88_075100,771,730,0.90547508,0.910508225
TGRH88_065460,772,825,0.90535232,0.898846059
TGRH88_058890,773,932,0.905229561,0.885710778
TGRH88_045230,774,673,0.905106801,0.917505524
TGRH88_020540,775,922,0.904984041,0.886938375
TGRH88_034580,776,660,0.904861282,0.919101399
TGRH88_034180,777,649,0.904738522,0.920451755
TGRH88_024210,778,621,0.904615762,0.923889025
TGRH88_045840,779,716,0.904493003,0.91222686
TGRH88_063860,780,732,0.904370243,0.910262706
TGRH88_049340,781,619,0.904247483,0.924134545
TGRH88_033740,782,1067,0.904124724,0.869138227
TGRH88_073550,783,1060,0.904001964,0.869997545
TGRH88_063740,784,584,0.903879205,0.928431132
TGRH88_009630,785,1154,0.903756445,0.858458139
TGRH88_082500,786,870,0.903633685,0.893321876
TGRH88_005720,787,951,0.903510926,0.883378345
TGRH88_008370,788,764,0.903388166,0.906334397
TGRH88_022110,789,878,0.903265406,0.892339799
TGRH88_067720,790,681,0.903142647,0.916523447
TGRH88_047100,791,864,0.903019887,0.894058434
TGRH88_067260,792,843,0.902897127,0.896636386
TGRH88_057200,793,917,0.902774368,0.887552173
TGRH88_063510,794,866,0.902651608,0.893812914
TGRH88_078800,795,881,0.902528849,0.89197152
TGRH88_055880,796,713,0.902406089,0.912595139
TGRH88_013930,797,696,0.902283329,0.914682053
TGRH88_007550,798,751,0.90216057,0.907930273
TGRH88_079080,799,989,0.90203781,0.878713479
TGRH88_038140,800,778,0.90191505,0.904615762
TGRH88_081010,801,654,0.901792291,0.919837957
TGRH88_053350,802,1058,0.901669531,0.870243064
TGRH88_071210,803,736,0.901546771,0.909771667
TGRH88_044290,804,729,0.901424012,0.910630985
TGRH88_007670,805,794,0.901301252,0.902651608
TGRH88_064020,806,639,0.901178493,0.921679352
TGRH88_019230,807,920,0.901055733,0.887183894
TGRH88_018750,808,715,0.900932973,0.912349619
TGRH88_069500,809,796,0.900810214,0.902406089
TGRH88_036220,810,982,0.900687454,0.879572796
TGRH88_064480,811,946,0.900564694,0.883992143
TGRH88_028420,812,684,0.900441935,0.916155168
TGRH88_043640,813,812,0.900319175,0.900441935
TGRH88_031810,814,1132,0.900196415,0.861158851
TGRH88_072450,815,758,0.900073656,0.907070955
TGRH88_007450,816,822,0.899950896,0.899214338
TGRH88_025570,817,826,0.899828137,0.8987233
TGRH88_020260,818,1151,0.899705377,0.858826418
TGRH88_028650,819,830,0.899582617,0.898232261
TGRH88_068140,820,899,0.899459858,0.889761846
TGRH88_076060,821,867,0.899337098,0.893690155
TGRH88_021940,822,680,0.899214338,0.916646207
TGRH88_014640,823,776,0.899091579,0.904861282
TGRH88_057000,824,665,0.898968819,0.918487601
TGRH88_087858,825,1075,0.898846059,0.86815615
TGRH88_052180,826,709,0.8987233,0.913086177
TGRH88_042810,827,959,0.89860054,0.882396268
TGRH88_042260,828,693,0.898477781,0.915050331
TGRH88_032590,829,845,0.898355021,0.896390867
TGRH88_014970,830,1030,0.898232261,0.873680334
TGRH88_006290,831,762,0.898109502,0.906579917
TGRH88_044700,832,689,0.897986742,0.91554137
TGRH88_076070,833,968,0.897863982,0.881291431
TGRH88_080510,834,686,0.897741223,0.915909649
TGRH88_081380,835,761,0.897618463,0.906702676
TGRH88_025080,836,973,0.897495703,0.880677633
TGRH88_041980,837,783,0.897372944,0.904001964
TGRH88_007560,838,723,0.897250184,0.911367542
TGRH88_009850,839,894,0.897127425,0.890375644
TGRH88_076620,840,717,0.897004665,0.9121041
TGRH88_031210,841,997,0.896881905,0.877731402
TGRH88_054800,842,841,0.896759146,0.896881905
TGRH88_028570,843,625,0.896636386,0.923397987
TGRH88_005950,844,996,0.896513626,0.877854162
TGRH88_058760,845,1035,0.896390867,0.873066536
TGRH88_007300,846,1045,0.896268107,0.871838939
TGRH88_039620,847,669,0.896145347,0.917996563
TGRH88_009490,848,1122,0.896022588,0.862386447
TGRH88_031380,849,672,0.895899828,0.917628284
TGRH88_075450,850,962,0.895777068,0.882027989
TGRH88_021560,851,806,0.895654309,0.901178493
TGRH88_054770,852,704,0.895531549,0.913699975
TGRH88_066010,853,644,0.89540879,0.921065554
TGRH88_013080,854,1182,0.89528603,0.855020869
TGRH88_044480,855,741,0.89516327,0.909157869
TGRH88_052010,856,688,0.895040511,0.91566413
TGRH88_086500,857,979,0.894917751,0.879941075
TGRH88_000210,858,795,0.894794991,0.902528849
TGRH88_057160,859,1071,0.894672232,0.868647189
TGRH88_061710,860,977,0.894549472,0.880186595
TGRH88_023510,861,903,0.894426712,0.889270808
TGRH88_044930,862,1193,0.894303953,0.853670513
TGRH88_060250,863,837,0.894181193,0.897372944
TGRH88_009860,864,1115,0.894058434,0.863245765
TGRH88_074000,865,1172,0.893935674,0.856248466
TGRH88_074190,866,706,0.893812914,0.913454456
TGRH88_070670,867,1175,0.893690155,0.855880187
TGRH88_064220,868,1106,0.893567395,0.864350602
TGRH88_064430,869,735,0.893444635,0.909894427
TGRH88_004940,870,885,0.893321876,0.891480481
TGRH88_063140,871,708,0.893199116,0.913208937
TGRH88_073520,872,898,0.893076356,0.889884606
TGRH88_087847,873,1111,0.892953597,0.863736803
TGRH88_066950,874,804,0.892830837,0.901424012
TGRH88_002250,875,801,0.892708078,0.901792291
TGRH88_010430,876,740,0.892585318,0.909280629
TGRH88_063570,877,910,0.892462558,0.88841149
TGRH88_020570,878,861,0.892339799,0.894426712
TGRH88_018430,879,799,0.892217039,0.90203781
TGRH88_038670,880,1004,0.892094279,0.876872084
TGRH88_040220,881,748,0.89197152,0.908298551
TGRH88_028160,882,1044,0.89184876,0.871961699
TGRH88_070660,883,1210,0.891726,0.851583599
TGRH88_012720,884,779,0.891603241,0.904493003
TGRH88_055380,885,926,0.891480481,0.886447336
TGRH88_005510,886,1083,0.891357722,0.867174073
TGRH88_029890,887,1073,0.891234962,0.86840167
TGRH88_013450,888,836,0.891112202,0.897495703
TGRH88_039120,889,691,0.890989443,0.915295851
TGRH88_038470,890,1126,0.890866683,0.861895409
TGRH88_066490,891,893,0.890743923,0.890498404
TGRH88_058100,892,724,0.890621164,0.911244783
TGRH88_044100,893,792,0.890498404,0.902897127
TGRH88_068720,894,642,0.890375644,0.921311073
TGRH88_002820,895,1037,0.890252885,0.872821016
TGRH88_054990,896,842,0.890130125,0.896759146
TGRH88_074370,897,810,0.890007366,0.900687454
TGRH88_062030,898,816,0.889884606,0.899950896
TGRH88_053610,899,1166,0.889761846,0.856985023
TGRH88_004850,900,1094,0.889639087,0.865823717
TGRH88_054380,901,911,0.889516327,0.888288731
TGRH88_012330,902,1076,0.889393567,0.868033391
TGRH88_016400,903,745,0.889270808,0.90866683
TGRH88_065110,904,772,0.889148048,0.90535232
TGRH88_036590,905,840,0.889025288,0.897004665
TGRH88_067860,906,1179,0.888902529,0.855389148
TGRH88_054320,907,1251,0.888779769,0.846550454
TGRH88_038740,908,900,0.88865701,0.889639087
TGRH88_071690,909,757,0.88853425,0.907193715
TGRH88_037470,910,1130,0.88841149,0.86140437
TGRH88_005860,911,854,0.888288731,0.89528603
TGRH88_054140,912,907,0.888165971,0.888779769
TGRH88_069600,913,865,0.888043211,0.893935674
TGRH88_082140,914,1145,0.887920452,0.859562976
TGRH88_020620,915,995,0.887797692,0.877976921
TGRH88_058880,916,895,0.887674932,0.890252885
TGRH88_071140,917,921,0.887552173,0.887061134
TGRH88_035720,918,908,0.887429413,0.88865701
TGRH88_044360,919,1022,0.887306654,0.874662411
TGRH88_066870,920,862,0.887183894,0.894303953
TGRH88_053840,921,775,0.887061134,0.904984041
TGRH88_024760,922,809,0.886938375,0.900810214
TGRH88_073900,923,963,0.886815615,0.88190523
TGRH88_061180,924,1008,0.886692855,0.876381046
TGRH88_068460,925,753,0.886570096,0.907684753
TGRH88_005730,926,752,0.886447336,0.907807513
TGRH88_001470,927,956,0.886324576,0.882764547
TGRH88_043980,928,848,0.886201817,0.896022588
TGRH88_021420,929,1286,0.886079057,0.842253867
TGRH88_041190,930,1103,0.885956298,0.86471888
TGRH88_070980,931,1206,0.885833538,0.852074638
TGRH88_065420,932,1049,0.885710778,0.871347901
TGRH88_068860,933,718,0.885588019,0.911981341
TGRH88_006450,934,945,0.885465259,0.884114903
TGRH88_037280,935,763,0.885342499,0.906457157
TGRH88_054870,936,1079,0.88521974,0.867665112
TGRH88_046440,937,923,0.88509698,0.886815615
TGRH88_030400,938,1065,0.88497422,0.869383747
TGRH88_003320,939,871,0.884851461,0.893199116
TGRH88_008560,940,813,0.884728701,0.900319175
TGRH88_047820,941,1027,0.884605942,0.874048613
TGRH88_042960,942,1332,0.884483182,0.836606924
TGRH88_011540,943,1347,0.884360422,0.834765529
TGRH88_005130,944,793,0.884237663,0.902774368
TGRH88_019500,945,849,0.884114903,0.895899828
TGRH88_018960,946,759,0.883992143,0.906948195
TGRH88_025580,947,916,0.883869384,0.887674932
TGRH88_001590,948,777,0.883746624,0.904738522
TGRH88_058860,949,807,0.883623864,0.901055733
TGRH88_023640,950,1057,0.883501105,0.870365824
TGRH88_010870,951,1066,0.883378345,0.869260987
TGRH88_046780,952,1249,0.883255586,0.846795973
TGRH88_047650,953,1279,0.883132826,0.843113184
TGRH88_019430,954,976,0.883010066,0.880309354
TGRH88_065630,955,818,0.882887307,0.899705377
TGRH88_078670,956,781,0.882764547,0.904247483
TGRH88_057310,957,1046,0.882641787,0.87171618
TGRH88_073020,958,846,0.882519028,0.896268107
TGRH88_029040,959,889,0.882396268,0.890989443
TGRH88_027930,960,782,0.882273508,0.904124724
TGRH88_055270,961,1268,0.882150749,0.84446354
TGRH88_061510,962,1014,0.882027989,0.875644488
TGRH88_046320,963,739,0.88190523,0.909403388
TGRH88_028170,964,948,0.88178247,0.883746624
TGRH88_021230,965,992,0.88165971,0.8783452
TGRH88_073090,966,1362,0.881536951,0.832924135
TGRH88_054410,967,970,0.881414191,0.881045912
TGRH88_000150,968,1387,0.881291431,0.829855144
TGRH88_037340,969,1346,0.881168672,0.834888289
TGRH88_054590,970,891,0.881045912,0.890743923
TGRH88_020890,971,1033,0.880923152,0.873312055
TGRH88_024560,972,1127,0.880800393,0.861772649
TGRH88_060110,973,859,0.880677633,0.894672232
TGRH88_078510,974,971,0.880554874,0.880923152
TGRH88_044910,975,767,0.880432114,0.905966118
TGRH88_065470,976,1310,0.880309354,0.839307636
TGRH88_042300,977,947,0.880186595,0.883869384
TGRH88_032720,978,760,0.880063835,0.906825436
TGRH88_026180,979,869,0.879941075,0.893444635
TGRH88_030610,980,1298,0.879818316,0.840780751
TGRH88_012870,981,1086,0.879695556,0.866805794
TGRH88_031520,982,957,0.879572796,0.882641787
TGRH88_011980,983,1287,0.879450037,0.842131107
TGRH88_026520,984,1136,0.879327277,0.860667812
TGRH88_028460,985,823,0.879204518,0.899091579
TGRH88_001570,986,1425,0.879081758,0.825190277
