Protein,VIKOR_Rank,EDAS_Rank,SPOTIS_Rank,Ranky_Score_Rank,Ranky_Rank,Borda_Score,Borda_Rank
TGRH88_065240,659,1411,557,557,930,822.8,553
TGRH88_045450,780,876,678,678,1102,822.8,553
TGRH88_026940,209,2302,107,107,1395,824,556
TGRH88_070020,1138,277,1279,1279,168,828.2,557
TGRH88_036440,300,2029,195,195,1423,828.4,558
TGRH88_013930,830,891,776,776,870,828.6,559
TGRH88_059080,1241,249,1134,1134,395,830.6,560
TGRH88_071740,1132,386,1033,1033,575,831.8,561
TGRH88_041830,510,1663,407,407,1177,832.8,562
TGRH88_030590,703,113,1333,1333,689,834.2,563
TGRH88_020770,319,1874,211,211,1559,834.8,564
TGRH88_001360,512,1244,411,411,1600,835.6,565
TGRH88_077460,1126,612,1028,1028,394,837.6,566
TGRH88_042150,285,2023,176,176,1535,839,567
TGRH88_065670,633,986,546,546,1500,842.2,568
TGRH88_052180,857,684,754,754,1165,842.8,569
TGRH88_063800,557,1726,458,458,1026,845,570
TGRH88_001590,963,129,1443,1443,249,845.4,571
TGRH88_071690,954,756,853,853,819,847,572
TGRH88_016400,940,494,840,840,1129,848.6,573
TGRH88_037280,957,163,1552,1552,19,848.6,573
TGRH88_067910,184,2824,89,89,1060,849.2,575
TGRH88_074030,271,1313,165,165,2339,850.6,576
TGRH88_079870,802,1298,701,701,754,851.2,577
TGRH88_064430,901,676,812,812,1056,851.4,578
TGRH88_050920,478,346,1191,1191,1058,852.8,579
TGRH88_042850,553,1136,507,507,1562,853,580
TGRH88_027890,353,1757,246,246,1671,854.6,581
TGRH88_076660,1418,203,1307,1307,41,855.2,582
TGRH88_063650,1208,339,1109,1109,511,855.2,582
TGRH88_060740,786,1031,685,685,1094,856.2,584
TGRH88_055880,730,310,1157,1157,939,858.6,585
TGRH88_028460,1057,594,983,983,696,862.6,586
TGRH88_082440,228,2580,141,141,1231,864.2,587
TGRH88_061740,409,1974,305,305,1342,867,588
TGRH88_076290,1214,500,1113,1113,399,867.8,589
TGRH88_048960,366,2019,263,263,1452,872.6,590
TGRH88_042590,492,1791,390,390,1302,873,591
TGRH88_007560,869,520,768,768,1441,873.2,592
TGRH88_053840,964,841,860,860,844,873.8,593
TGRH88_068760,388,2286,284,284,1130,874.4,594
TGRH88_036470,522,2093,422,422,915,874.8,595
TGRH88_003420,278,527,1595,1595,380,875,596
TGRH88_072740,396,2051,290,290,1357,876.8,597
TGRH88_006960,505,1660,522,522,1176,877,598
TGRH88_076300,377,2269,273,273,1200,878.4,599
TGRH88_061780,562,2299,462,462,610,879,600
TGRH88_073880,379,2346,275,275,1120,879,600
TGRH88_040220,908,705,803,803,1194,882.6,602
TGRH88_010430,906,585,800,800,1324,883,603
TGRH88_056250,704,962,601,601,1548,883.2,604
TGRH88_073690,1094,1157,996,996,179,884.4,605
TGRH88_017600,532,1741,431,431,1287,884.4,605
TGRH88_030170,640,851,669,669,1597,885.2,607
TGRH88_051990,1271,208,1348,1348,253,885.6,608
TGRH88_005660,701,710,599,599,1820,885.8,609
TGRH88_061450,1093,556,995,995,792,886.2,610
TGRH88_042470,204,199,1663,1663,716,889,611
TGRH88_037960,1344,410,1227,1227,240,889.6,612
TGRH88_024500,518,1491,418,418,1606,890.2,613
TGRH88_071090,190,2763,95,95,1317,892,614
TGRH88_037930,439,711,939,939,1449,895.4,615
TGRH88_056040,516,1795,416,416,1338,896.2,616
TGRH88_070340,124,1855,46,46,2413,896.8,617
TGRH88_046720,281,2353,172,172,1510,897.6,618
TGRH88_007440,192,2085,97,97,2018,897.8,619
TGRH88_034700,1260,437,1313,1313,171,898.8,620
TGRH88_038090,750,1268,646,646,1187,899.4,621
TGRH88_065110,960,1083,857,857,744,900.2,622
TGRH88_018750,831,626,727,727,1592,900.6,623
TGRH88_073960,402,1417,298,298,2090,901,624
TGRH88_014520,536,1293,438,438,1803,901.6,625
TGRH88_034370,550,1766,465,465,1268,902.8,626
TGRH88_045730,1109,100,1430,1430,447,903.2,627
TGRH88_022130,647,860,772,772,1473,904.8,628
TGRH88_022610,385,1818,282,282,1763,906,629
TGRH88_044480,887,1078,784,784,998,906.2,630
TGRH88_005130,990,375,887,887,1396,907,631
TGRH88_014380,757,670,654,654,1813,909.6,632
TGRH88_058860,986,780,881,881,1031,911.8,633
TGRH88_065630,1026,1039,923,923,661,914.4,634
TGRH88_051340,547,2342,450,450,788,915.4,635
TGRH88_045840,679,531,997,997,1376,916,636
TGRH88_082950,275,2993,167,167,981,916.6,637
TGRH88_051920,674,1509,568,568,1271,918,638
TGRH88_071050,1383,281,1265,1265,414,921.6,639
TGRH88_033100,716,1091,616,616,1598,927.4,640
TGRH88_052560,1473,349,1369,1369,92,930.4,641
TGRH88_036480,1127,457,1029,1029,1013,931,642
TGRH88_006700,1315,439,1203,1203,500,932,643
TGRH88_000720,1282,509,1208,1208,454,932.2,644
TGRH88_067250,627,1953,529,529,1045,936.6,645
TGRH88_041820,641,1695,656,656,1046,938.8,646
TGRH88_036730,665,1523,562,563,1409,944.4,647
TGRH88_045880,1165,989,1063,1063,452,946.4,648
TGRH88_008560,943,641,877,877,1397,947,649
TGRH88_009220,248,235,1760,1760,745,949.6,650
TGRH88_041840,156,2909,67,67,1551,950,651
TGRH88_075100,585,334,1446,1446,943,950.8,652
TGRH88_081380,728,471,1105,1105,1354,952.6,653
TGRH88_058850,1597,138,1502,1502,27,953.2,654
TGRH88_044290,815,1058,712,712,1479,955.2,655
TGRH88_076170,397,2380,291,291,1422,956.2,656
TGRH88_044100,806,322,1179,1179,1296,956.4,657
TGRH88_047610,507,2053,541,541,1142,956.8,658
TGRH88_012720,905,1047,799,799,1240,958,659
TGRH88_068260,1442,560,1331,1331,131,959,660
TGRH88_049250,734,1789,630,630,1027,962,661
TGRH88_072710,1154,803,1051,1051,752,962.2,662
TGRH88_059310,412,2140,307,307,1648,962.8,663
TGRH88_023700,1141,969,1044,1044,624,964.4,664
TGRH88_060610,1227,472,1125,1125,875,964.8,665
TGRH88_073020,1003,1044,900,900,979,965.2,666
TGRH88_076490,1231,1090,1159,1159,189,965.6,667
TGRH88_003130,1358,217,1239,1239,777,966,668
TGRH88_050950,1161,813,1058,1058,755,969,669
TGRH88_079770,1387,651,1268,1268,272,969.2,670
TGRH88_083190,413,2575,308,308,1248,970.4,671
TGRH88_025390,341,2174,236,236,1868,971,672
TGRH88_070040,475,2428,374,374,1204,971,672
TGRH88_055970,357,2586,253,253,1407,971.2,674
TGRH88_068130,1428,657,1315,1315,144,971.8,675
TGRH88_064910,1310,470,1198,1198,693,973.8,676
TGRH88_019540,655,1723,554,554,1389,975,677
TGRH88_082460,408,2684,304,304,1183,976.6,678
TGRH88_038820,467,2221,367,367,1469,978.2,679
TGRH88_057150,337,2411,232,232,1681,978.6,680
TGRH88_024760,934,728,831,831,1571,979,681
TGRH88_076400,1535,416,1436,1436,75,979.6,682
TGRH88_022750,1117,629,1195,1195,766,980.4,683
TGRH88_013270,1326,267,1317,1317,678,981,684
TGRH88_078160,1050,502,1262,1262,833,981.8,685
TGRH88_065340,1337,486,1221,1221,645,982,686
TGRH88_066950,758,620,1215,1215,1105,982.6,687
TGRH88_041530,1068,689,968,968,1220,982.6,687
TGRH88_054340,1261,482,1151,1151,879,984.8,689
TGRH88_063410,1555,116,1461,1461,332,985,690
TGRH88_020190,1467,28,1360,1360,725,988,691
TGRH88_065280,1100,652,1062,1062,1065,988.2,692
TGRH88_074790,1489,376,1387,1387,311,990,693
TGRH88_040260,430,389,1495,1495,1143,990.4,694
TGRH88_071210,821,1578,765,765,1025,990.8,695
TGRH88_006290,808,1272,834,834,1217,993,696
TGRH88_018430,736,369,1172,1172,1523,994.4,697
TGRH88_027260,485,1226,572,572,2122,995.4,698
TGRH88_072150,1157,287,1492,1492,550,995.6,699
TGRH88_060110,1012,1030,908,908,1121,995.8,700
TGRH88_037320,238,1449,134,134,3026,996.2,701
TGRH88_025140,1118,960,1021,1021,862,996.4,702
TGRH88_024800,1349,555,1232,1232,618,997.2,703
TGRH88_058480,1462,516,1353,1352,308,998.2,704
TGRH88_074150,384,1936,280,280,2115,999,705
TGRH88_039630,1524,506,1426,1426,128,1002,706
TGRH88_017940,1205,675,1106,1106,923,1003,707
TGRH88_035470,1553,371,1459,1459,175,1003.4,708
TGRH88_047120,1181,492,1081,1081,1189,1004.8,709
TGRH88_011240,1048,630,949,949,1454,1006,710
TGRH88_019380,1122,441,1025,1025,1424,1007.4,711
TGRH88_073420,1499,526,1400,1400,212,1007.4,711
TGRH88_031440,1069,606,969,969,1431,1008.8,713
TGRH88_061870,1340,546,1224,1224,710,1008.8,713
TGRH88_008180,958,694,1150,1150,1101,1010.6,715
TGRH88_018570,1178,137,1847,1847,45,1010.8,716
TGRH88_079040,253,972,1252,1252,1350,1015.8,717
TGRH88_027780,718,1687,618,618,1439,1016,718
TGRH88_077980,1440,446,1329,1329,536,1016,718
TGRH88_009050,1476,479,1373,1373,383,1016.8,720
TGRH88_075660,1611,247,1519,1519,194,1018,721
TGRH88_049600,609,2091,510,510,1378,1019.6,722
TGRH88_077620,1262,704,1152,1152,829,1019.8,723
TGRH88_067930,340,2556,235,235,1735,1020.2,724
TGRH88_026180,1006,879,904,904,1411,1020.8,725
TGRH88_068120,128,912,1376,1376,1325,1023.4,726
TGRH88_049920,1042,826,943,943,1365,1023.8,727
TGRH88_040330,706,988,603,603,2225,1025,728
TGRH88_001140,1309,857,1263,1263,435,1025.4,729
TGRH88_018790,1363,724,1243,1243,558,1026.2,730
TGRH88_039510,589,1762,490,491,1800,1026.4,731
TGRH88_061610,1449,414,1340,1340,594,1027.4,732
TGRH88_068730,188,3357,93,93,1414,1029,733
TGRH88_072450,832,1524,728,728,1340,1030.4,734
TGRH88_074370,935,1686,832,832,869,1030.8,735
TGRH88_086540,583,2674,485,485,928,1031,736
TGRH88_055060,405,2562,302,302,1589,1032,737
TGRH88_034020,1501,383,1402,1402,474,1032.4,738
TGRH88_063860,787,1545,687,687,1465,1034.2,739
TGRH88_039320,233,2530,127,127,2158,1035,740
TGRH88_035730,3,66,2175,2175,756,1035,740
TGRH88_016240,446,1801,345,345,2238,1035,740
TGRH88_056600,129,228,2134,2134,554,1035.8,743
TGRH88_061980,762,1582,659,659,1520,1036.4,744
TGRH88_061050,345,2860,238,238,1501,1036.4,744
TGRH88_047860,444,2409,343,343,1644,1036.6,746
TGRH88_033980,1503,697,1405,1405,181,1038.2,747
TGRH88_019500,953,731,865,865,1777,1038.2,747
TGRH88_078130,1334,726,1219,1219,700,1039.6,749
TGRH88_041420,1228,408,1126,1126,1314,1040.4,750
TGRH88_017890,1257,625,1148,1148,1030,1041.6,751
TGRH88_019310,549,1888,452,453,1874,1043.2,752
TGRH88_062280,1450,589,1341,1341,496,1043.4,753
TGRH88_075350,1243,1121,1135,1135,586,1044,754
TGRH88_034850,327,2395,221,221,2059,1044.6,755
TGRH88_015330,1368,238,1245,1245,1131,1045.4,756
TGRH88_064080,1500,336,1401,1401,592,1046,757
TGRH88_062030,915,1499,811,811,1195,1046.2,758
TGRH88_081940,482,3378,378,378,622,1047.6,759
TGRH88_051510,1275,1094,1164,1164,544,1048.2,760
TGRH88_077390,1445,829,1336,1336,305,1050.2,761
TGRH88_041980,853,1476,748,748,1460,1057,762
TGRH88_007550,813,993,711,711,2063,1058.2,763
TGRH88_058790,1429,1069,1316,1316,173,1060.6,764
TGRH88_075960,1099,1527,1005,1005,668,1060.8,765
TGRH88_073450,576,1320,478,478,2458,1062,766
TGRH88_062040,1054,1371,1053,1053,782,1062.6,767
TGRH88_043980,944,1418,844,844,1279,1065.8,768
TGRH88_002250,894,682,791,791,2176,1066.8,769
TGRH88_000900,749,997,645,645,2301,1067.4,770
TGRH88_060250,608,377,1512,1512,1328,1067.4,770
TGRH88_031570,1474,698,1371,1371,424,1067.6,772
TGRH88_007670,572,351,1748,1748,926,1069,773
TGRH88_072980,664,2102,561,561,1458,1069.2,774
TGRH88_055690,1196,1234,1099,1099,718,1069.2,774
TGRH88_071680,1359,522,1240,1240,986,1069.4,776
TGRH88_036510,1409,384,1299,1299,956,1069.4,776
TGRH88_073140,1441,511,1330,1330,740,1070.4,778
TGRH88_014640,833,1265,729,729,1802,1071.6,779
TGRH88_000210,875,921,771,771,2026,1072.8,780
TGRH88_008700,603,2491,504,504,1263,1073,781
TGRH88_059300,387,2625,283,283,1812,1078,782
TGRH88_065710,1400,302,1283,1283,1126,1078.8,783
TGRH88_064380,1034,333,1441,1441,1166,1083,784
TGRH88_011480,534,1555,433,433,2460,1083,784
TGRH88_008940,343,1252,1143,1143,1550,1086.2,786
TGRH88_011190,1295,411,1181,1181,1371,1087.8,787
TGRH88_046890,1533,687,1434,1434,353,1088.2,788
TGRH88_009760,607,1850,509,509,1975,1090,789
TGRH88_003770,1102,429,1007,1007,1921,1093.2,790
TGRH88_056650,1043,1092,944,944,1444,1093.4,791
TGRH88_069600,733,255,1806,1806,867,1093.4,791
TGRH88_006130,695,1389,592,592,2202,1094,793
TGRH88_013450,843,1407,874,874,1475,1094.6,794
TGRH88_036590,914,1002,809,809,1941,1095,795
TGRH88_019200,395,2335,289,289,2169,1095.4,796
TGRH88_079250,1425,832,1312,1312,609,1098,797
TGRH88_079550,625,2609,527,527,1205,1098.6,798
TGRH88_029940,651,2055,550,550,1696,1100.4,799
TGRH88_079640,1493,550,1393,1393,674,1100.6,800
TGRH88_054490,1124,1143,1027,1027,1190,1102.2,801
TGRH88_039310,1508,683,1454,1454,413,1102.4,802
TGRH88_026790,1268,125,1926,1926,270,1103,803
TGRH88_065210,1051,370,1276,1276,1554,1105.4,804
TGRH88_021560,840,1087,801,801,2000,1105.8,805
TGRH88_054000,1778,288,1681,1681,117,1109,806
TGRH88_024240,1197,645,1100,1100,1503,1109,806
TGRH88_012340,93,2552,24,24,2858,1110.2,808
TGRH88_037080,226,821,1826,1826,858,1111.4,809
TGRH88_021850,1203,155,1922,1922,358,1112,810
TGRH88_055870,1698,574,1601,1601,106,1116,811
TGRH88_012790,956,1550,1412,1412,254,1116.8,812
TGRH88_034900,1215,220,2001,2001,151,1117.6,813
TGRH88_046200,731,1743,628,628,1860,1118,814
TGRH88_054590,970,858,942,942,1887,1119.8,815
TGRH88_022040,630,1702,532,532,2204,1120,816
TGRH88_056500,687,1963,581,581,1789,1120.2,817
TGRH88_008370,794,1358,694,694,2061,1120.2,817
TGRH88_054990,895,1534,792,792,1590,1120.6,819
TGRH88_060850,1164,294,1783,1783,593,1123.4,820
TGRH88_030560,1291,599,1175,1175,1405,1129,821
TGRH88_038140,807,1611,705,705,1828,1131.2,822
TGRH88_083000,457,2632,356,356,1856,1131.4,823
TGRH88_029350,1186,818,1086,1086,1487,1132.6,824
TGRH88_057540,1600,352,1505,1505,707,1133.8,825
TGRH88_019140,417,2657,347,347,1901,1133.8,825
TGRH88_044090,362,3165,259,259,1635,1136,827
TGRH88_058010,530,2914,429,429,1386,1137.6,828
TGRH88_060720,352,3080,244,244,1775,1139,829
TGRH88_067820,1217,1573,1115,1115,679,1139.8,830
TGRH88_076210,191,2284,96,96,3033,1140,831
TGRH88_027020,456,1768,382,382,2713,1140.2,832
TGRH88_029040,979,1212,875,875,1765,1141.2,833
TGRH88_038510,1353,562,1235,1235,1323,1141.6,834
TGRH88_068990,1185,438,1626,1626,850,1145,835
TGRH88_009920,722,1422,662,662,2262,1146,836
TGRH88_016640,1412,519,1702,1702,396,1146.2,837
TGRH88_005860,919,923,816,816,2265,1147.8,838
TGRH88_016760,740,1928,636,636,1810,1150,839
TGRH88_067780,1224,953,1122,1122,1337,1151.6,840
TGRH88_066870,930,1844,828,828,1332,1152.4,841
TGRH88_043640,663,1614,928,928,1634,1153.4,842
TGRH88_036810,1392,1231,1274,1274,608,1155.8,843
TGRH88_003320,941,1632,839,839,1529,1156,844
TGRH88_035310,113,503,1967,1967,1238,1157.6,845
TGRH88_065440,508,2208,443,443,2195,1159.4,846
TGRH88_058880,670,496,1811,1811,1017,1161,847
TGRH88_002700,404,1649,301,301,3157,1162.4,848
TGRH88_027200,1058,1522,956,956,1322,1162.8,849
TGRH88_049030,400,2030,296,296,2792,1162.8,849
TGRH88_064060,1170,1703,1069,1069,809,1164,851
TGRH88_077370,1962,72,1876,1876,38,1164.8,852
TGRH88_003160,468,2277,368,368,2350,1166.2,853
TGRH88_023720,1568,415,1474,1474,902,1166.6,854
TGRH88_067370,218,202,2243,2243,931,1167.4,855
TGRH88_053630,1028,824,1285,1285,1419,1168.2,856
TGRH88_049890,1381,535,1261,1261,1404,1168.4,857
TGRH88_027920,302,2911,197,197,2239,1169.2,858
TGRH88_054980,1755,413,1659,1659,369,1171,859
TGRH88_076780,1747,372,1652,1652,434,1171.4,860
TGRH88_072670,1049,2098,950,950,813,1172,861
TGRH88_057240,1770,529,1673,1673,219,1172.8,862
TGRH88_047110,1437,1195,1472,1472,290,1173.2,863
TGRH88_010830,1202,508,1103,1103,1955,1174.2,864
TGRH88_060880,748,2168,644,644,1674,1175.6,865
TGRH88_071560,504,2620,403,403,1964,1178.8,866
TGRH88_032790,1761,603,1665,1665,201,1179,867
TGRH88_076180,1687,761,1591,1591,269,1179.8,868
TGRH88_006460,753,1197,650,650,2671,1184.2,869
TGRH88_077070,1293,1232,1177,1177,1043,1184.4,870
TGRH88_046440,615,1014,1608,1608,1081,1185.2,871
TGRH88_054260,442,2131,414,414,2527,1185.6,872
TGRH88_052770,81,504,2225,2225,897,1186.4,873
TGRH88_082660,1666,475,1573,1573,663,1190,874
TGRH88_069500,834,2550,730,730,1114,1191.6,875
TGRH88_039260,1435,1115,1323,1323,773,1193.8,876
TGRH88_051770,1335,1503,1392,1392,348,1194,877
TGRH88_001710,1151,576,1335,1335,1578,1195,878
TGRH88_035490,1040,1229,940,940,1827,1195.2,879
TGRH88_049180,1762,787,1666,1666,96,1195.4,880
TGRH88_057260,1067,1951,966,966,1029,1195.8,881
TGRH88_073290,604,2690,505,505,1680,1196.8,882
TGRH88_004270,1530,248,1432,1432,1345,1197.4,883
TGRH88_066550,1300,1023,1188,1188,1297,1199.2,884
TGRH88_038870,1647,204,1554,1554,1040,1199.8,885
TGRH88_053260,879,285,1763,1763,1313,1200.6,886
TGRH88_041050,8,327,2445,2445,800,1205,887
TGRH88_023040,215,2716,114,114,2889,1209.6,888
TGRH88_072880,1305,712,1259,1259,1515,1210,889
TGRH88_079720,873,639,1829,1829,886,1211.2,890
TGRH88_054730,1145,1551,1272,1272,818,1211.6,891
TGRH88_035480,1195,1514,1098,1098,1158,1212.6,892
TGRH88_063400,760,2290,657,657,1714,1215.6,893
TGRH88_000380,1242,721,1228,1228,1660,1215.8,894
TGRH88_008170,1775,463,1678,1678,485,1215.8,894
TGRH88_052250,1233,1249,1161,1161,1280,1216.8,896
TGRH88_081750,1238,1730,1131,1131,860,1218,897
TGRH88_073380,971,517,1394,1394,1816,1218.4,898
TGRH88_058190,1742,736,1648,1648,319,1218.6,899
TGRH88_049630,422,2922,321,321,2109,1219,900
TGRH88_064260,1133,1842,1034,1034,1054,1219.4,901
TGRH88_027210,1562,420,1468,1468,1188,1221.2,902
TGRH88_072200,472,2698,372,372,2198,1222.4,903
TGRH88_046670,1187,2406,1087,1087,345,1222.4,903
TGRH88_045480,1239,1348,1132,1132,1269,1224,905
TGRH88_056220,574,3339,476,476,1260,1225,906
TGRH88_068310,382,681,2340,2340,390,1226.6,907
TGRH88_054800,851,2263,747,747,1526,1226.8,908
TGRH88_030630,1367,505,1746,1746,794,1231.6,909
TGRH88_065410,401,1521,297,297,3645,1232.2,910
TGRH88_072380,1376,840,1257,1257,1434,1232.8,911
TGRH88_068170,423,3587,322,322,1514,1233.6,912
TGRH88_037360,1045,735,946,946,2498,1234,913
TGRH88_051880,1411,1335,1301,1301,822,1234,913
TGRH88_025570,822,2066,717,717,1851,1234.6,915
TGRH88_005750,1403,443,1289,1289,1751,1235,916
TGRH88_012840,296,342,2499,2499,540,1235.2,917
TGRH88_007450,820,1641,716,716,2289,1236.4,918
TGRH88_011260,481,2991,377,377,1956,1236.4,918
TGRH88_030540,1813,224,1718,1718,713,1237.2,920
TGRH88_058090,1638,157,2110,2110,176,1238.2,921
TGRH88_017950,497,2926,395,395,1981,1238.8,922
TGRH88_007760,1434,753,1321,1321,1369,1239.6,923
TGRH88_062900,1022,1977,919,919,1366,1240.6,924
TGRH88_004650,768,1831,665,665,2275,1240.8,925
TGRH88_077200,721,2173,621,621,2072,1241.6,926
TGRH88_040720,1106,295,1885,1885,1041,1242.4,927
TGRH88_055860,1455,1435,1345,1345,641,1244.2,928
TGRH88_016530,254,2414,146,146,3265,1245,929
TGRH88_025990,294,3111,188,188,2450,1246.2,930
TGRH88_028650,824,1778,719,719,2192,1246.4,931
TGRH88_073520,239,1356,1559,1559,1527,1248,932
TGRH88_074200,1492,1130,1391,1391,845,1249.8,933
TGRH88_005850,727,1640,633,633,2625,1251.6,934
TGRH88_038450,1276,142,2052,2052,737,1251.8,935
TGRH88_017120,580,2610,482,482,2127,1256.2,936
TGRH88_006320,1160,1554,1057,1057,1457,1257,937
TGRH88_000690,1421,1207,1309,1309,1042,1257.6,938
TGRH88_054130,1395,534,2020,2020,326,1259,939
TGRH88_022400,1551,994,1457,1457,842,1260.2,940
TGRH88_029750,1525,878,1882,1882,139,1261.2,941
TGRH88_027470,272,2393,174,174,3330,1268.6,942
TGRH88_044580,570,3346,470,470,1493,1269.8,943
TGRH88_071700,1692,790,1596,1596,680,1270.8,944
TGRH88_047080,1020,2158,918,918,1346,1272,945
TGRH88_069460,1604,1442,1510,1510,297,1272.6,946
TGRH88_020570,884,1230,782,782,2693,1274.2,947
TGRH88_019810,37,286,2582,2582,887,1274.8,948
TGRH88_010360,1201,730,1438,1438,1572,1275.8,949
TGRH88_036110,681,1167,575,575,3383,1276.2,950
TGRH88_022950,287,2877,180,180,2861,1277,951
TGRH88_042210,1143,1492,1045,1045,1663,1277.6,952
TGRH88_054060,1167,1738,1065,1065,1355,1278,953
TGRH88_061930,560,2749,460,460,2171,1280,954
TGRH88_007260,1548,1472,1518,1518,346,1280.4,955
TGRH88_063970,1188,1961,1088,1088,1080,1281,956
TGRH88_014310,631,2447,534,534,2263,1281.8,957
TGRH88_040890,1250,1876,1141,1141,1001,1281.8,957
TGRH88_042040,1354,1489,1375,1375,821,1282.8,959
TGRH88_057350,1620,1412,1529,1529,325,1283,960
TGRH88_032590,765,1385,807,807,2659,1284.6,961
TGRH88_082160,426,3493,325,325,1866,1287,962
TGRH88_055830,1331,940,1267,1267,1642,1289.4,963
TGRH88_074750,1839,873,1747,1747,245,1290.2,964
TGRH88_045390,1662,815,1570,1570,834,1290.2,964
TGRH88_028620,1177,659,1440,1440,1742,1291.6,966
TGRH88_000360,391,2488,286,286,3011,1292.4,967
TGRH88_058700,1385,1782,1362,1362,576,1293.4,968
TGRH88_044800,1805,688,1709,1709,563,1294.8,969
TGRH88_047840,1192,1062,1093,1093,2039,1295.8,970
TGRH88_071670,754,2595,651,651,1829,1296,971
TGRH88_025580,946,1428,846,846,2419,1297,972
TGRH88_038790,407,2082,303,303,3394,1297.8,973
TGRH88_050750,1209,1984,1129,1129,1038,1297.8,973
TGRH88_080480,1650,1397,1558,1558,329,1298.4,975
TGRH88_055300,1517,561,1419,1419,1581,1299.4,976
TGRH88_028220,1104,802,1010,1010,2579,1301,977
TGRH88_034520,1756,906,1660,1660,523,1301,977
TGRH88_022740,1019,1415,917,917,2243,1302.2,979
TGRH88_020040,1628,493,1764,1764,868,1303.4,980
TGRH88_023070,339,3435,234,234,2276,1303.6,981
TGRH88_022650,1005,1222,903,903,2490,1304.6,982
TGRH88_030760,1699,798,1602,1602,824,1305,983
TGRH88_019930,700,1945,598,598,2684,1305,983
TGRH88_040350,1516,1404,1636,1636,334,1305.2,985
TGRH88_041620,1211,1108,1250,1250,1713,1306.4,986
TGRH88_014770,1253,354,1891,1891,1145,1306.8,987
TGRH88_033040,1589,635,1494,1494,1331,1308.6,988
TGRH88_047920,1350,1355,1368,1368,1111,1310.4,989
TGRH88_057330,1200,1286,1292,1292,1490,1312,990
TGRH88_007870,1520,1289,1421,1421,918,1313.8,991
TGRH88_042300,959,1510,933,933,2246,1316.2,992
TGRH88_053050,1970,677,1887,1887,162,1316.6,993
TGRH88_067730,1111,1482,1014,1014,1968,1317.8,994
TGRH88_009460,983,1017,1068,1068,2483,1323.8,995
TGRH88_060700,771,365,2338,2338,812,1324.8,996
TGRH88_045430,1213,1443,1112,1112,1744,1324.8,996
TGRH88_034780,1836,743,1743,1743,566,1326.2,998
TGRH88_041070,1299,442,1889,1889,1112,1326.2,998
TGRH88_004450,1189,971,1089,1089,2294,1326.4,1000
TGRH88_006880,743,1708,683,683,2821,1327.6,1001
TGRH88_059110,1360,1580,1241,1241,1221,1328.6,1002
TGRH88_035720,916,2268,813,813,1834,1328.8,1003
TGRH88_033640,1256,1171,1147,1147,1926,1329.4,1004
TGRH88_044160,1979,244,1899,1899,632,1330.6,1005
TGRH88_063510,539,464,2525,2525,604,1331.4,1006
TGRH88_081610,1957,893,1872,1872,67,1332.2,1007
